date,bank_description,amount,type,category,subcategory,spend_type
2026-04-10,POS 489377XXXXXX3321 THIRD WAVE COFFEE,360.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-04-10,UPI-951927777278-SWIGGY-swiggy@icici-ORDER 50858377,370.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-10,POS 489377XXXXXX3321 THIRD WAVE COFFEE,330.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-04-10,UPI-623426031441-UBER INDIA-uber.rides@axisb-TRIP 67265672,300.00,debit,Essentials,Transport,Uber
2026-04-12,UPI-471640827404-SUPERTAILS-supertails@icici-CAT FOOD LITTER ORDER,1250.00,debit,Lifestyle,Pet Care,Food
2026-04-12,UPI-195591006829-DISTRICT TICKETS-district.paytm@paytm-IPL SRH MATCH UPPAL,1800.00,debit,Lifestyle,Entertainment,Tickets
2026-04-12,UPI-482860016505-MAGGI POINT KPHB-9959887766@ybl-MIDNIGHT SNACKS,350.00,debit,Lifestyle,Food & Drinks,Snacks
2026-04-13,UPI-085554266353-SWIGGY-swiggy@icici-ORDER 81039938,410.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-13,POS 489377XXXXXX3321 THIRD WAVE COFFEE,330.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-04-14,UPI-852299764188-JIOFIBER-jiofiber.bill@sbi-ACCT 30011223,799.00,debit,Essentials,Bills,Internet
2026-04-14,UPI-785562711900-TONIQUE WINES-tonique.jubilee@okicici-WEEKEND STOCK,1400.00,debit,Lifestyle,Personal,Vices
2026-04-14,UPI-001336686754-UBER INDIA-uber.rides@axisb-TRIP 50434738,300.00,debit,Essentials,Transport,Uber
2026-04-14,UPI-700322159588-SWIGGY-swiggy@icici-ORDER 55153448,530.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-15,SI DEBIT-AXIS BANK CC XXXXXX5566-AUTOPAY STATEMENT DUE,10000.00,debit,Essentials,Credit Bill,Credit Card
2026-04-15,POS 489377XXXXXX3321 NETFLIX COM MUMBAI,649.00,debit,Lifestyle,Subscription,Netflix
2026-04-15,UPI-304683314178-SWIGGY-swiggy@icici-ORDER 54981416,570.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-15,UPI-285812831466-RAPIDO BIKE TAXI-rapido@ybl-RIDE,160.00,debit,Essentials,Transport,Rapido
2026-04-15,UPI-292544309287-UBER INDIA-uber.rides@axisb-TRIP 97972502,230.00,debit,Essentials,Transport,Uber
2026-04-15,UPI-326337642399-ZOMATO-zomato.order@hdfcbank-ORDER 78448747,480.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-04-17,UPI-458334521384-MAGGI POINT KPHB-9959887766@ybl-MIDNIGHT SNACKS,230.00,debit,Lifestyle,Food & Drinks,Snacks
2026-04-17,UPI-302307956233-SWIGGY-swiggy@icici-ORDER 62451146,310.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-18,POS 489377XXXXXX3321 SPOTIFY INDIA PREMIUM,119.00,debit,Lifestyle,Subscription,Others
2026-04-19,UPI-052040687058-PETSPOT SPA-petspot.madhapur@ybl-CAT GROOMING,600.00,debit,Lifestyle,Pet Care,Grooming
2026-04-19,UPI-220022793612-ZOMATO-zomato.order@hdfcbank-ORDER 06506853,430.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-04-20,POS 489377XXXXXX3321 THIRD WAVE COFFEE,300.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-04-21,UPI-639787845546-UBER INDIA-uber.rides@axisb-TRIP 92777218,340.00,debit,Essentials,Transport,Uber
2026-04-22,UPI-759087262739-MAGGI POINT KPHB-9959887766@ybl-MIDNIGHT SNACKS,190.00,debit,Lifestyle,Food & Drinks,Snacks
2026-04-23,UPI-640304532638-SWIGGY-swiggy@icici-ORDER 01648979,640.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-23,UPI-620903998644-ABS ABSOLUTE BARBECUE-absbarbecue.hitec@okhdfcbank-BUFFET,900.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-04-24,UPI-423997271464-RAPIDO BIKE TAXI-rapido@ybl-RIDE,110.00,debit,Essentials,Transport,Rapido
2026-04-24,UPI-033301711108-BLINKIT-blinkit.grocery@ybl-ORDER B13157800,760.00,debit,Essentials,Groceries,Staples
2026-04-25,IMPS-P2A-144275080620-SANDEEP SELF-XXXXXX3344-TO SAVINGS AC,5000.00,debit,Goals,Self Transfer,
2026-04-25,UPI-977473612729-BLINKIT-blinkit.grocery@ybl-ORDER B91808945,780.00,debit,Essentials,Groceries,Staples
2026-04-25,UPI-133650204347-ABS ABSOLUTE BARBECUE-absbarbecue.hitec@okhdfcbank-BUFFET,1100.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-04-26,POS 489377XXXXXX3321 ZUDIO KUKATPALLY,2200.00,debit,Lifestyle,Shopping,Clothes
2026-04-26,UPI-036633942043-SWIGGY-swiggy@icici-ORDER 07702859,340.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-26,UPI-412994864571-RAPIDO BIKE TAXI-rapido@ybl-RIDE,70.00,debit,Essentials,Transport,Rapido
2026-04-28,UPI-743706420470-ABS ABSOLUTE BARBECUE-absbarbecue.hitec@okhdfcbank-BUFFET,1300.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-05-01,NEFT CR-ICIC0004321-QUBERT TECHNOLOGIES PVT LTD-SALARY MAY 2026-N789176927735,60000.00,credit,,,
2026-05-01,UPI-141428577755-PLAYO SPORTS-playo@axisb-BADMINTON COURT 1HR,400.00,debit,Lifestyle,Fitness,Badminton
2026-05-02,UPI-249445389662-VENKAT RAO-venkatrao.landlord@oksbi-1BHK RENT MADHAPUR,15000.00,debit,Essentials,Bills,Rent
2026-05-02,POS 489377XXXXXX3321 THIRD WAVE COFFEE,330.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-05-03,UPI-149044357398-SLICE-slice.repay@axisb-SLICE CARD BILL,3000.00,debit,Essentials,Credit Bill,Slice
2026-05-04,UPI-753960371752-SWIGGY-swiggy@icici-ORDER 35919839,480.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-04,UPI-183390631202-ZOMATO-zomato.order@hdfcbank-ORDER 58253076,680.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-05,UPI-335216583402-SIMPL-getsimpl@ybl-SIMPL DUES CLEARED,1050.00,debit,Essentials,Credit Bill,Simpl
2026-05-05,UPI-493557686141-GOLDS GYM MADHAPUR-goldsgym.madhapur@okicici-MONTHLY MEMBERSHIP,1500.00,debit,Lifestyle,Fitness,Gym
2026-05-05,UPI-525918534280-URBAN COMPANY-urbancompany@axisb-HOME DEEP CLEAN,950.00,debit,Lifestyle,Home,Cleaning
2026-05-06,UPI-432315970532-TSSPDCL-billpay.tsspdcl@icici-USN 556677889900,1637.00,debit,Essentials,Bills,Electricity
2026-05-06,UPI-794043980366-SWIGGY-swiggy@icici-ORDER 77452271,390.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-06,UPI-875265174538-SWIGGY-swiggy@icici-ORDER 69989089,410.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-07,UPI-362953242488-LAZYPAY-lazypay.payu@hdfcbank-LAZYPAY BILL,750.00,debit,Essentials,Credit Bill,LazyPay
2026-05-07,UPI-725584560685-BLINKIT-blinkit.grocery@ybl-ORDER B85128897,550.00,debit,Essentials,Groceries,Staples
2026-05-07,UPI-034887844177-AUTO STAND MADHAPUR-9912665544@paytm-AUTO FARE,60.00,debit,Essentials,Transport,Auto
2026-05-07,UPI-404269423246-UBER INDIA-uber.rides@axisb-TRIP 07475686,270.00,debit,Essentials,Transport,Uber
2026-05-07,POS 489377XXXXXX3321 RATNADEEP SUPER MARKET,670.00,debit,Lifestyle,Home,Toiletries
2026-05-09,POS 489377XXXXXX3321 BOOKMYSHOW ARIJIT LIVE,1999.00,debit,Lifestyle,Entertainment,Shows
2026-05-10,UPI-949239032341-JIO PREPAID-7013456789@jio-RECHARGE 7013456789,399.00,debit,Essentials,Bills,Phone
2026-05-10,POS 489377XXXXXX3321 PVR NEXUS MALL,600.00,debit,Lifestyle,Entertainment,Movies
2026-05-10,UPI-353806726966-TONIQUE WINES-tonique.jubilee@okicici-WEEKEND STOCK,1050.00,debit,Lifestyle,Personal,Vices
2026-05-11,UPI-635216915315-SUPERTAILS-supertails@icici-CAT FOOD LITTER ORDER,1250.00,debit,Lifestyle,Pet Care,Food
2026-05-11,UPI-363565721510-ZOMATO-zomato.order@hdfcbank-ORDER 22948227,440.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-12,UPI-140595483583-UBER INDIA-uber.rides@axisb-TRIP 92296596,230.00,debit,Essentials,Transport,Uber
2026-05-12,UPI-830725409350-SWIGGY-swiggy@icici-ORDER 87912434,380.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-12,UPI-109772433811-SWIGGY-swiggy@icici-ORDER 39294342,330.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-12,UPI-832304530781-PLAYO SPORTS-playo@axisb-BADMINTON COURT 1HR,350.00,debit,Lifestyle,Fitness,Badminton
2026-05-12,UPI-557611039246-UBER INDIA-uber.rides@axisb-TRIP 77226622,400.00,debit,Essentials,Transport,Uber
2026-05-12,UPI-434715845435-UBER INDIA-uber.rides@axisb-TRIP 79448774,180.00,debit,Essentials,Transport,Uber
2026-05-13,UPI-408428819893-ZOMATO-zomato.order@hdfcbank-ORDER 32002904,520.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-13,UPI-344419140028-BLINKIT-blinkit.grocery@ybl-ORDER B44651743,500.00,debit,Essentials,Groceries,Staples
2026-05-14,UPI-864607796047-JIOFIBER-jiofiber.bill@sbi-ACCT 30011223,799.00,debit,Essentials,Bills,Internet
2026-05-14,UPI-954188151588-ZOMATO-zomato.order@hdfcbank-ORDER 14042436,570.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-14,UPI-872501359489-ZOMATO-zomato.order@hdfcbank-ORDER 55625754,690.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-15,SI DEBIT-AXIS BANK CC XXXXXX5566-AUTOPAY STATEMENT DUE,10300.00,debit,Essentials,Credit Bill,Credit Card
2026-05-15,UPI-867972992294-BLINKIT-blinkit.grocery@ybl-ORDER B38582314,490.00,debit,Essentials,Groceries,Staples
2026-05-15,UPI-055222241958-BLINKIT-blinkit.grocery@ybl-ORDER B41168660,360.00,debit,Essentials,Groceries,Staples
2026-05-16,UPI-960244131276-ZOMATO-zomato.order@hdfcbank-ORDER 48861694,520.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-17,POS 489377XXXXXX3321 NETFLIX COM MUMBAI,649.00,debit,Lifestyle,Subscription,Netflix
2026-05-17,POS 489377XXXXXX3321 SPOTIFY INDIA PREMIUM,119.00,debit,Lifestyle,Subscription,Others
2026-05-17,IMPS-P2A-422213145285-ANIRUDH V-XXXXXX6677-TILL SALARY,2000.00,debit,Goals,Lent,
2026-05-17,UPI-191783846345-UBER INDIA-uber.rides@axisb-TRIP 15353510,410.00,debit,Essentials,Transport,Uber
2026-05-17,UPI-390802453177-BLINKIT-blinkit.grocery@ybl-ORDER B16515425,390.00,debit,Essentials,Groceries,Staples
2026-05-18,UPI-753298476938-ABS ABSOLUTE BARBECUE-absbarbecue.hitec@okhdfcbank-BUFFET,1000.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-05-18,UPI-735615858340-PLAYO SPORTS-playo@axisb-BADMINTON COURT 1HR,450.00,debit,Lifestyle,Fitness,Badminton
2026-05-18,POS 489377XXXXXX3321 RATNADEEP SUPER MARKET,700.00,debit,Lifestyle,Home,Toiletries
2026-05-19,UPI-585145292505-SWIGGY-swiggy@icici-ORDER 37438502,610.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-21,UPI-831392326839-SWIGGY-swiggy@icici-ORDER 21479508,350.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-22,UPI-212616820172-BLINKIT-blinkit.grocery@ybl-ORDER B86221244,520.00,debit,Essentials,Groceries,Staples
2026-05-22,POS 489377XXXXXX3321 THIRD WAVE COFFEE,330.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-05-24,UPI-531442012634-PLAYO SPORTS-playo@axisb-CORPORATE TOURNEY ENTRY,500.00,debit,Lifestyle,Fitness,Badminton
2026-05-25,IMPS-P2A-372568927204-SANDEEP SELF-XXXXXX3344-TO SAVINGS AC,5000.00,debit,Goals,Self Transfer,
2026-05-26,UPI-133247032853-SWIGGY-swiggy@icici-ORDER 55155503,630.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-26,UPI-602758056579-AUTO STAND MADHAPUR-9912665544@paytm-AUTO FARE,150.00,debit,Essentials,Transport,Auto
2026-05-27,UPI-800427441250-RAPIDO BIKE TAXI-rapido@ybl-RIDE,90.00,debit,Essentials,Transport,Rapido
2026-05-27,UPI-593077833681-MAGGI POINT KPHB-9959887766@ybl-MIDNIGHT SNACKS,250.00,debit,Lifestyle,Food & Drinks,Snacks
2026-05-27,UPI-165055861830-PLAYO SPORTS-playo@axisb-BADMINTON COURT 1HR,400.00,debit,Lifestyle,Fitness,Badminton
2026-05-27,UPI-521144659321-SWIGGY-swiggy@icici-ORDER 14965537,380.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-28,UPI-346817497181-MAGGI POINT KPHB-9959887766@ybl-MIDNIGHT SNACKS,240.00,debit,Lifestyle,Food & Drinks,Snacks
2026-06-01,NEFT CR-ICIC0004321-QUBERT TECHNOLOGIES PVT LTD-SALARY JUN 2026-N022214823397,60000.00,credit,,,
2026-06-01,UPI-157372432604-SWIGGY-swiggy@icici-ORDER 51075673,620.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-02,UPI-522606409650-VENKAT RAO-venkatrao.landlord@oksbi-1BHK RENT MADHAPUR,15000.00,debit,Essentials,Bills,Rent
2026-06-02,UPI-973709021349-UBER INDIA-uber.rides@axisb-TRIP 75890198,390.00,debit,Essentials,Transport,Uber
2026-06-03,UPI-559160918520-SLICE-slice.repay@axisb-SLICE CARD BILL,2650.00,debit,Essentials,Credit Bill,Slice
2026-06-03,UPI-818492418267-ABS ABSOLUTE BARBECUE-absbarbecue.hitec@okhdfcbank-BUFFET,1150.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-06-04,UPI-214671325984-SWIGGY-swiggy@icici-ORDER 07744043,640.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-05,UPI-634636372881-SIMPL-getsimpl@ybl-SIMPL DUES CLEARED,950.00,debit,Essentials,Credit Bill,Simpl
2026-06-05,UPI-532015164273-GOLDS GYM MADHAPUR-goldsgym.madhapur@okicici-MONTHLY MEMBERSHIP,1500.00,debit,Lifestyle,Fitness,Gym
2026-06-06,UPI-719794152194-BLINKIT-blinkit.grocery@ybl-ORDER B60862386,540.00,debit,Essentials,Groceries,Staples
2026-06-06,POS 489377XXXXXX3321 THIRD WAVE COFFEE,360.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-06-07,UPI-009078851469-LAZYPAY-lazypay.payu@hdfcbank-LAZYPAY BILL,800.00,debit,Essentials,Credit Bill,LazyPay
2026-06-07,UPI-336004689839-RAPIDO BIKE TAXI-rapido@ybl-RIDE,100.00,debit,Essentials,Transport,Rapido
2026-06-07,UPI-545465329617-BLINKIT-blinkit.grocery@ybl-ORDER B27669525,500.00,debit,Essentials,Groceries,Staples
2026-06-08,UPI-061226460096-ZOMATO-zomato.order@hdfcbank-ORDER 59472972,410.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-08,UPI-827344408949-PLAYO SPORTS-playo@axisb-BADMINTON COURT 1HR,300.00,debit,Lifestyle,Fitness,Badminton
2026-06-09,UPI-893643438041-TSSPDCL-billpay.tsspdcl@icici-USN 556677889900,1125.00,debit,Essentials,Bills,Electricity
2026-06-09,UPI-149137449785-MAGGI POINT KPHB-9959887766@ybl-MIDNIGHT SNACKS,230.00,debit,Lifestyle,Food & Drinks,Snacks
2026-06-09,POS 489377XXXXXX3321 THIRD WAVE COFFEE,290.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-06-10,UPI-873628608463-JIO PREPAID-7013456789@jio-RECHARGE 7013456789,399.00,debit,Essentials,Bills,Phone
2026-06-10,UPI-573994993422-JIOFIBER-jiofiber.bill@sbi-ACCT 30011223,799.00,debit,Essentials,Bills,Internet
2026-06-10,UPI-530286398599-ZOMATO-zomato.order@hdfcbank-ORDER 05753690,610.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-10,UPI-869696577664-ZOMATO-zomato.order@hdfcbank-ORDER 58813090,680.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-11,UPI-895579782505-BLINKIT-blinkit.grocery@ybl-ORDER B12281047,450.00,debit,Essentials,Groceries,Staples
2026-06-12,UPI-115556126245-SUPERTAILS-supertails@icici-CAT FOOD LITTER ORDER,1250.00,debit,Lifestyle,Pet Care,Food
2026-06-12,UPI-560575552898-URBAN COMPANY-urbancompany@axisb-HOME DEEP CLEAN,850.00,debit,Lifestyle,Home,Cleaning
2026-06-12,UPI-109052200272-TONIQUE WINES-tonique.jubilee@okicici-WEEKEND STOCK,1000.00,debit,Lifestyle,Personal,Vices
2026-06-12,UPI-510973687371-TONIQUE WINES-tonique.jubilee@okicici-WEEKEND STOCK,1200.00,debit,Lifestyle,Personal,Vices
2026-06-12,UPI-775583779070-URBAN COMPANY-urbancompany@axisb-HOME DEEP CLEAN,800.00,debit,Lifestyle,Home,Cleaning
2026-06-13,UPI-654179777846-ABS ABSOLUTE BARBECUE-absbarbecue.hitec@okhdfcbank-BUFFET,950.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-06-13,UPI-261204189491-UBER INDIA-uber.rides@axisb-TRIP 81537351,240.00,debit,Essentials,Transport,Uber
2026-06-13,POS 489377XXXXXX3321 THIRD WAVE COFFEE,370.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-06-14,UPI-784272048146-ARCHIES GALLERY-archies.forum@okaxis-MOM BIRTHDAY GIFT,1500.00,debit,Goals,Gift,
2026-06-15,SI DEBIT-AXIS BANK CC XXXXXX5566-AUTOPAY STATEMENT DUE,10900.00,debit,Essentials,Credit Bill,Credit Card
2026-06-15,POS 489377XXXXXX3321 PVR NEXUS MALL,550.00,debit,Lifestyle,Entertainment,Movies
2026-06-15,UPI-231358367975-ZOMATO-zomato.order@hdfcbank-ORDER 96739075,680.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-16,UPI-425609601342-BLINKIT-blinkit.grocery@ybl-ORDER B00889168,690.00,debit,Essentials,Groceries,Staples
2026-06-16,UPI-696076291229-SWIGGY-swiggy@icici-ORDER 19845688,420.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-18,POS 489377XXXXXX3321 NETFLIX COM MUMBAI,649.00,debit,Lifestyle,Subscription,Netflix
2026-06-18,POS 489377XXXXXX3321 SPOTIFY INDIA PREMIUM,119.00,debit,Lifestyle,Subscription,Others
2026-06-18,UPI-017313319254-MAGGI POINT KPHB-9959887766@ybl-MIDNIGHT SNACKS,290.00,debit,Lifestyle,Food & Drinks,Snacks
2026-06-18,UPI-207538573613-AUTO STAND MADHAPUR-9912665544@paytm-AUTO FARE,120.00,debit,Essentials,Transport,Auto
2026-06-18,UPI-773555371626-ZOMATO-zomato.order@hdfcbank-ORDER 57024850,690.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-19,UPI-473604614177-TONIQUE WINES-tonique.jubilee@okicici-WEEKEND STOCK,1150.00,debit,Lifestyle,Personal,Vices
2026-06-20,UPI-614321055982-RAPIDO BIKE TAXI-rapido@ybl-RIDE,160.00,debit,Essentials,Transport,Rapido
2026-06-20,UPI-189548931728-BLINKIT-blinkit.grocery@ybl-ORDER B03883649,510.00,debit,Essentials,Groceries,Staples
2026-06-21,UPI-167749541685-ZOMATO-zomato.order@hdfcbank-ORDER 91096690,410.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-21,UPI-569417520588-UBER INDIA-uber.rides@axisb-TRIP 50327370,240.00,debit,Essentials,Transport,Uber
2026-06-22,UPI-319711873117-ZOMATO-zomato.order@hdfcbank-ORDER 34239228,480.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-22,UPI-287078285858-SWIGGY-swiggy@icici-ORDER 16393589,430.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-24,UPI-995053119899-TONIQUE WINES-tonique.jubilee@okicici-WEEKEND STOCK,1450.00,debit,Lifestyle,Personal,Vices
2026-06-24,UPI-352063247987-URBAN COMPANY-urbancompany@axisb-HOME DEEP CLEAN,750.00,debit,Lifestyle,Home,Cleaning
2026-06-25,IMPS-P2A-926258718892-SANDEEP SELF-XXXXXX3344-TO SAVINGS AC,5000.00,debit,Goals,Self Transfer,
2026-06-25,UPI-186807401447-UBER INDIA-uber.rides@axisb-TRIP 27459967,250.00,debit,Essentials,Transport,Uber
2026-06-26,POS 489377XXXXXX3321 STEAMGAMES SUMMER SALE,1999.00,debit,Lifestyle,Shopping,Video Games
2026-06-27,UPI-353155310560-SWIGGY-swiggy@icici-ORDER 17064845,450.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-28,UPI-086916324775-SWIGGY-swiggy@icici-ORDER 60942667,300.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-28,UPI-988265488663-URBAN COMPANY-urbancompany@axisb-HOME DEEP CLEAN,950.00,debit,Lifestyle,Home,Cleaning
2026-06-28,UPI-350314281974-SWIGGY-swiggy@icici-ORDER 09059555,320.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-30,IMPS-P2A-CR-819030969369-ROHIT KUMAR-XXXXXX8890-LOAN REPAYMENT,3000.00,credit,,,
