date,bank_description,amount,type,category,subcategory,spend_type
2026-04-17,UPI-371512041779-DTDC COURIER KONDAPUR-dtdc.kondapur@paytm-CLIENT PROOFS DISPATCH,480.00,debit,Goals,Business,Logistics
2026-04-17,UPI-417982718246-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,240.00,debit,Essentials,Groceries,Vegetables
2026-04-17,UPI-675183265523-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,300.00,debit,Essentials,Transport,Train
2026-04-17,UPI-866750957018-SRI SAI SNACKS-9885443322@ybl-SAMOSA CHAT,80.00,debit,Lifestyle,Food & Drinks,Snacks
2026-04-17,UPI-952354204191-ZOMATO-zomato.order@hdfcbank-ORDER 10112877,330.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-04-17,UPI-337249795836-LOOKS SALON-9848112299@okaxis-HAIRCUT BEARD,400.00,debit,Lifestyle,Personal,Grooming
2026-04-17,UPI-156758780368-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,140.00,debit,Essentials,Groceries,Fruits
2026-04-19,UPI-568896507674-SWIGGY-swiggy@icici-ORDER 26499167,250.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-19,UPI-250746947136-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,240.00,debit,Essentials,Groceries,Vegetables
2026-04-19,UPI-903105351669-MEDPLUS PHARMACY-medplus.madhapur@icici-MEDICINES,410.00,debit,Essentials,Medical,Medicines
2026-04-19,UPI-371858768269-RAPIDO BIKE TAXI-rapido@ybl-RIDE,140.00,debit,Essentials,Transport,Rapido
2026-04-20,ACH D-NIVA BUPA HEALTH-POL NB2026009988-QTRLY PREMIUM,5500.00,debit,Essentials,Insurance,Health
2026-04-20,UPI-600369070933-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,170.00,debit,Essentials,Groceries,Fruits
2026-04-21,UPI-060048046190-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,30.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-04-22,UPI-560736512414-RAPIDO BIKE TAXI-rapido@ybl-RIDE,140.00,debit,Essentials,Transport,Rapido
2026-04-23,UPI-060926342608-RAPIDO BIKE TAXI-rapido@ybl-RIDE,90.00,debit,Essentials,Transport,Rapido
2026-04-24,UPI-125551482145-RAPIDO BIKE TAXI-rapido@ybl-RIDE,130.00,debit,Essentials,Transport,Rapido
2026-04-24,UPI-077335009862-SWIGGY-swiggy@icici-ORDER 24991232,290.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-25,UPI-624528214956-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,110.00,debit,Essentials,Groceries,Vegetables
2026-04-26,UPI-360004974848-ZOMATO-zomato.order@hdfcbank-ORDER 26969315,410.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-04-27,UPI-605182156380-SWIGGY-swiggy@icici-ORDER 56956805,270.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-01,IMPS-P2A-389189916172-MRS PADMAVATHI DEVI-XXXXXX9911-FLAT RENT,18000.00,debit,Essentials,Bills,Rent
2026-05-01,UPI-711422846294-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,230.00,debit,Essentials,Groceries,Vegetables
2026-05-01,UPI-348050355076-RAPIDO BIKE TAXI-rapido@ybl-RIDE,140.00,debit,Essentials,Transport,Rapido
2026-05-01,UPI-940924845434-CAFE NILOUFER-niloufer.lakdikapul@okaxis-LUNCH,580.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-05-02,UPI-888181768239-91SPRINGBOARD HITEC-91springboard.hyd@icici-COWORKING SEAT,6000.00,debit,Goals,Business,Rent
2026-05-02,IMPS-P2A-125906305009-KAVYA REDDY-XXXXXX2233-ASSISTANT STIPEND,8000.00,debit,Goals,Business,Salary
2026-05-03,UPI-556589829953-AUTO STAND GACHIBOWLI-9963887744@paytm-AUTO FARE,150.00,debit,Essentials,Transport,Auto
2026-05-03,UPI-533142044103-LOOKS SALON-9848112299@okaxis-HAIRCUT BEARD,400.00,debit,Lifestyle,Personal,Grooming
2026-05-03,UPI-684951839447-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,80.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-05-03,UPI-668443203857-ZOMATO-zomato.order@hdfcbank-ORDER 56448686,430.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-04,UPI-558847146471-FRESH EGGS MART-freshmart.gachibowli@okicici-EGGS BREAD,190.00,debit,Essentials,Groceries,Eggs
2026-05-05,POS 453210XXXXXX1122 ADOBE CREATIVE CLOUD,1675.00,debit,Lifestyle,Subscription,Software
2026-05-05,UPI-990325759765-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,200.00,debit,Essentials,Groceries,Fruits
2026-05-05,UPI-860238288185-LOOKS SALON-9848112299@okaxis-HAIRCUT BEARD,350.00,debit,Lifestyle,Personal,Grooming
2026-05-06,ACH D-BAJAJ FINSERV-LAPTOP LOAN L2XN887766-EMI,4499.00,debit,Essentials,EMI,Electronics
2026-05-06,UPI-394813302901-ZOMATO-zomato.order@hdfcbank-ORDER 44802430,240.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-07,POS 453210XXXXXX1122 FIGMA PROFESSIONAL,1299.00,debit,Lifestyle,Subscription,Software
2026-05-07,UPI-511766867019-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,240.00,debit,Essentials,Groceries,Vegetables
2026-05-09,UPI-413588570951-AIRTEL XSTREAM FIBER-airtelbroadband@payu-ACCT 20087654,1199.00,debit,Essentials,Bills,Internet
2026-05-09,UPI-859103453709-TSSPDCL-billpay.tsspdcl@icici-USN 998877665544,2050.00,debit,Essentials,Bills,Electricity
2026-05-09,POS 453210XXXXXX1122 UDEMY ONLINE COURSE,2999.00,debit,Lifestyle,Personal,Hobbies
2026-05-09,UPI-599892081369-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,90.00,debit,Essentials,Groceries,Vegetables
2026-05-09,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,300.00,debit,Essentials,Transport,Fuel
2026-05-10,UPI-126193915255-JIO PREPAID-9012345678@jio-RECHARGE 9012345678,479.00,debit,Essentials,Bills,Phone
2026-05-10,UPI-321455835865-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,30.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-05-10,UPI-669453692939-RAPIDO BIKE TAXI-rapido@ybl-RIDE,100.00,debit,Essentials,Transport,Rapido
2026-05-11,UPI-206019579647-RAPIDO BIKE TAXI-rapido@ybl-RIDE,50.00,debit,Essentials,Transport,Rapido
2026-05-11,UPI-950695210232-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,220.00,debit,Essentials,Groceries,Vegetables
2026-05-11,UPI-496331190068-SWIGGY-swiggy@icici-ORDER 86626662,300.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-12,NEFT CR-UTIB0003355-VERTEX MEDIA-INV FQ2026-105949-N580337129589,32000.00,credit,,,
2026-05-12,UPI-673501016503-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,280.00,debit,Essentials,Groceries,Fruits
2026-05-13,UPI-304046335356-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,70.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-05-14,UPI-926025538028-RAPIDO BIKE TAXI-rapido@ybl-RIDE,90.00,debit,Essentials,Transport,Rapido
2026-05-15,UPI-857907785986-RAPIDO BIKE TAXI-rapido@ybl-RIDE,80.00,debit,Essentials,Transport,Rapido
2026-05-15,UPI-368048567113-SWIGGY-swiggy@icici-ORDER 66721767,470.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-16,UPI-152361092108-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,220.00,debit,Essentials,Groceries,Vegetables
2026-05-16,UPI-392742441507-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,60.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-05-16,UPI-227205656162-ZOMATO-zomato.order@hdfcbank-ORDER 93218583,440.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-19,UPI-753037902246-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,140.00,debit,Essentials,Groceries,Vegetables
2026-05-19,UPI-391924957561-SWIGGY-swiggy@icici-ORDER 42912444,460.00,debit,Lifestyle,Food & Drinks,Take Away
2026-05-19,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,400.00,debit,Essentials,Transport,Fuel
2026-05-19,UPI-950437433997-ZOMATO-zomato.order@hdfcbank-ORDER 25537805,340.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-05-21,UPI-967276398155-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,300.00,debit,Essentials,Transport,Train
2026-05-21,UPI-713264950765-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,70.00,debit,Essentials,Groceries,Vegetables
2026-05-22,UPI-578533522307-RAPIDO BIKE TAXI-rapido@ybl-RIDE,110.00,debit,Essentials,Transport,Rapido
2026-05-22,UPI-240120242851-ZEPTO-zepto.marketplace@axisb-ORDER Z99739035,880.00,debit,Essentials,Groceries,Staples
2026-05-22,UPI-289396100511-ZEPTO-zepto.marketplace@axisb-ORDER Z61656509,470.00,debit,Essentials,Groceries,Staples
2026-05-23,UPI-704878458842-FRESH EGGS MART-freshmart.gachibowli@okicici-EGGS BREAD,160.00,debit,Essentials,Groceries,Eggs
2026-05-24,UPI-282025783958-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,200.00,debit,Essentials,Transport,Train
2026-05-25,UPI-470052787001-SRI SAI SNACKS-9885443322@ybl-SAMOSA CHAT,70.00,debit,Lifestyle,Food & Drinks,Snacks
2026-05-25,UPI-249522280537-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,250.00,debit,Essentials,Groceries,Fruits
2026-05-26,NEFT CR-ICIC0002244-PIXELWORKS STUDIO-INV FQ2026-658397-N813413847387,28000.00,credit,,,
2026-05-26,UPI-854050784856-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,140.00,debit,Essentials,Groceries,Vegetables
2026-05-26,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,450.00,debit,Essentials,Transport,Fuel
2026-05-27,UPI-017139703570-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,230.00,debit,Essentials,Groceries,Vegetables
2026-06-01,IMPS-P2A-051388147507-MRS PADMAVATHI DEVI-XXXXXX9911-FLAT RENT,18000.00,debit,Essentials,Bills,Rent
2026-06-01,UPI-961422166566-SWIGGY-swiggy@icici-ORDER 08945954,350.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-02,UPI-137449981327-91SPRINGBOARD HITEC-91springboard.hyd@icici-COWORKING SEAT,6000.00,debit,Goals,Business,Rent
2026-06-02,IMPS-P2A-394099105324-KAVYA REDDY-XXXXXX2233-ASSISTANT STIPEND,8000.00,debit,Goals,Business,Salary
2026-06-03,UPI-933398031951-MEDPLUS PHARMACY-medplus.madhapur@icici-MEDICINES,160.00,debit,Essentials,Medical,Medicines
2026-06-04,POS 453210XXXXXX1122 ADOBE CREATIVE CLOUD,1675.00,debit,Lifestyle,Subscription,Software
2026-06-04,UPI-766947258315-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,250.00,debit,Essentials,Transport,Train
2026-06-05,POS 453210XXXXXX1122 FIGMA PROFESSIONAL,1299.00,debit,Lifestyle,Subscription,Software
2026-06-05,UPI-822523335107-AUTO STAND GACHIBOWLI-9963887744@paytm-AUTO FARE,60.00,debit,Essentials,Transport,Auto
2026-06-05,UPI-886423516180-RAPIDO BIKE TAXI-rapido@ybl-RIDE,140.00,debit,Essentials,Transport,Rapido
2026-06-05,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,310.00,debit,Lifestyle,Home,Toiletries
2026-06-05,UPI-377997190726-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,130.00,debit,Essentials,Groceries,Vegetables
2026-06-06,NEFT CR-KKBK0005588-BRANDCRAFT AGENCY-INV FQ2026-733026-N208273438223,30000.00,credit,,,
2026-06-06,ACH D-BAJAJ FINSERV-LAPTOP LOAN L2XN887766-EMI,4499.00,debit,Essentials,EMI,Electronics
2026-06-06,UPI-645252359647-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,80.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-06-06,UPI-409465244739-RAPIDO BIKE TAXI-rapido@ybl-RIDE,100.00,debit,Essentials,Transport,Rapido
2026-06-07,UPI-312240669814-SWIGGY-swiggy@icici-ORDER 23883101,380.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-07,UPI-981559877303-AUTO STAND GACHIBOWLI-9963887744@paytm-AUTO FARE,90.00,debit,Essentials,Transport,Auto
2026-06-09,UPI-812967000891-AIRTEL XSTREAM FIBER-airtelbroadband@payu-ACCT 20087654,1199.00,debit,Essentials,Bills,Internet
2026-06-09,UPI-529708523802-RAPIDO BIKE TAXI-rapido@ybl-RIDE,90.00,debit,Essentials,Transport,Rapido
2026-06-09,UPI-878614656841-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,140.00,debit,Essentials,Groceries,Vegetables
2026-06-09,UPI-622013986001-ZOMATO-zomato.order@hdfcbank-ORDER 86354034,360.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-10,UPI-577355214187-JIO PREPAID-9012345678@jio-RECHARGE 9012345678,479.00,debit,Essentials,Bills,Phone
2026-06-10,UPI-269515252150-TSSPDCL-billpay.tsspdcl@icici-USN 998877665544,2260.00,debit,Essentials,Bills,Electricity
2026-06-10,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,310.00,debit,Lifestyle,Home,Toiletries
2026-06-12,UPI-468077500186-LOOKS SALON-9848112299@okaxis-HAIRCUT BEARD,350.00,debit,Lifestyle,Personal,Grooming
2026-06-12,UPI-656741397862-RAPIDO BIKE TAXI-rapido@ybl-RIDE,100.00,debit,Essentials,Transport,Rapido
2026-06-12,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,350.00,debit,Essentials,Transport,Fuel
2026-06-13,UPI-294348068616-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,210.00,debit,Essentials,Groceries,Vegetables
2026-06-13,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,310.00,debit,Lifestyle,Home,Toiletries
2026-06-13,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,310.00,debit,Lifestyle,Home,Toiletries
2026-06-14,UPI-573298084534-FEATHERLITE STORE-featherlite.hyd@okaxis-ERGO OFFICE CHAIR,5499.00,debit,Lifestyle,Home,Essentials
2026-06-14,UPI-084852955410-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,50.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-06-14,UPI-071512577155-RAPIDO BIKE TAXI-rapido@ybl-RIDE,120.00,debit,Essentials,Transport,Rapido
2026-06-15,UPI-589338349803-ZOMATO-zomato.order@hdfcbank-ORDER 98900871,460.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-16,UPI-792179613306-RAPIDO BIKE TAXI-rapido@ybl-RIDE,140.00,debit,Essentials,Transport,Rapido
2026-06-17,UPI-932680021379-LOOKS SALON-9848112299@okaxis-HAIRCUT BEARD,300.00,debit,Lifestyle,Personal,Grooming
2026-06-17,UPI-297057204239-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,110.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-06-19,NEFT CR-HDFC0001177-NEXGEN DIGITAL LLP-INV FQ2026-817131-N202027439582,26000.00,credit,,,
2026-06-19,UPI-811433397837-RAPIDO BIKE TAXI-rapido@ybl-RIDE,140.00,debit,Essentials,Transport,Rapido
2026-06-19,UPI-663942233814-RAPIDO BIKE TAXI-rapido@ybl-RIDE,50.00,debit,Essentials,Transport,Rapido
2026-06-19,UPI-150811530727-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,70.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-06-20,IB BILLPAY DR-NPS TIER1 CRA-PRAN XXXX9012,5000.00,debit,Goals,Investment,NPS
2026-06-20,UPI-045142768313-DTDC COURIER KONDAPUR-dtdc.kondapur@paytm-CLIENT DISPATCH,270.00,debit,Goals,Business,Logistics
2026-06-22,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,280.00,debit,Lifestyle,Home,Toiletries
2026-06-22,UPI-188624618957-RAPIDO BIKE TAXI-rapido@ybl-RIDE,90.00,debit,Essentials,Transport,Rapido
2026-06-22,UPI-807334384090-SWIGGY-swiggy@icici-ORDER 97359316,220.00,debit,Lifestyle,Food & Drinks,Take Away
2026-06-23,ACH D-INDIAN CLEARING CORP-PARAG PARIKH FLEXI CAP-IN424113127488,5000.00,debit,Goals,Investment,Emergency Fund
2026-06-23,POS 453210XXXXXX1122 AMB CINEMAS GACHIBOWLI,400.00,debit,Lifestyle,Entertainment,Movies
2026-06-25,UPI-245179205660-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,120.00,debit,Essentials,Groceries,Fruits
2026-06-25,UPI-772440792668-ZOMATO-zomato.order@hdfcbank-ORDER 51913056,310.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-06-26,UPI-656613596404-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,100.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-06-26,UPI-963058541792-ZEPTO-zepto.marketplace@axisb-ORDER Z84651419,670.00,debit,Essentials,Groceries,Staples
2026-06-27,UPI-642694199849-RAPIDO BIKE TAXI-rapido@ybl-RIDE,80.00,debit,Essentials,Transport,Rapido
2026-06-30,NEFT CR-SBIN0004466-TULIP EVENTS-INV FQ2026-445832-N438137226561,22000.00,credit,,,
